SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	OMIM_CDS	UNIPROT_CDS	BioGRID_IES	Reactomepathway_IES	IntAct_IES
				C1861828		C0017601	C0017601			
				C0035078		C0009777	C0009777			
				C3714756		C1527317	C1527317			
				C0024299		C0042870	C0042870			
				C3806917		C1863307	C1863307			
				C0268155		C4016109	C4016109			
				C0267380		C0556346	C0556346			
				C0015397		C3494976	C3494976			
				C1836602		C1864100	C1864100			
				C1861829		C0393571	C0393571			
				C0013421		C0019621	C0019621			
				C0268155		C0242225	C0242225			
				C2675370		C0033139	C0033139			
				C0027662		C1837245	C1837245			
				C0268151		C3665732	C3665732			
				C0752097		C0153392	C0153392			
				C0752098		C0031149	C0031149			
				C0028326		C3151184	C3151184			
				C0156147		C0023944	C0023944			
				C0239946		C0162309	C0162309			
				C0231341		C3809592	C3809592			
				C1843181		C4016913	C4016913			
				C0038356		C4310758	C4310758			
				C1846142		C2752042	C2752042			
				C0030443		C1318518	C1318518			
				C0025363		C1836672	C1836672			
				C0025363		C2751092	C2751092			
				C2676767		C4014419	C4014419			
				C0393706		C1856453	C1856453			
				C0011265		C2677586	C2677586			
				C1859353		C0240543	C0240543			
				C1260873		C0206180	C0206180			
				C3280866		C0162835	C0162835			
				C0078923		C1959626	C1959626			
				C0078922		C3150657	C3150657			
				C1851443		C3494489	C3494489			
				C0007760		C0205730	C0205730			
				C0037773		C2717905	C2717905			
				C3280182		C2717906	C2717906			
				C1134719		C1853623	C1853623			
				C0078921		C0003838	C0003838			
				C1112155		C4310774	C4310774			
				C3151519		C3554385	C3554385			
				C3553915		C1865349	C1865349			
				C3151227		C1859399	C1859399			
				C0432235		C4748579	C4748579			
				C0025363		C1969809	C1969809			
				C0029434		C3889474	C3889474			
				C0917796		C4310804	C4310804			
				C1840296		C0023531	C0023531			
				C3860213		C1968699	C1968699			
				C0018522		C0019112	C0019112			
				C0018790		C3280266	C3280266			
				C1833021		C0020683	C0020683			
				C2751987		C0344307	C0344307			
				C1275081		C3150154	C3150154			
				C0751470		C4748381	C4748381			
				C1527405		C1844678	C1844678			
				C3553330		C0022876	C0022876			
				C0751068		C1840451	C1840451			
				C0021831		C0524610	C0524610			
				C2675860		C0022584	C0022584			
				C0751468		C1855109	C1855109			
				C0002453		C0003756	C0003756			
				C0025958		C3809965	C3809965			
				C0751469		C3150987	C3150987			
				C0268146		C4693587	C4693587			
				C0520739		C1836485	C1836485			
				C0025149		C4017108	C4017108			
				C2752081		C2936791	C2936791			
				C0268596		C4747974	C4747974			
				C0393610		C1859198	C1859198			
				C0268596		C4013473	C4013473			
				C0175709		C3888924	C3888924			
				C0241908		C3888925	C3888925			
				C0241908		C1527338	C1527338			
				C0241908		C2936419	C2936419			
				C1866294		C1855705	C1855705			
				C0751480		C3554446	C3554446			
				C1858266		C1868598	C1868598			
				C0751481		C0543669	C0543669			
				C0393591		C1848533	C1848533			
				C0751471		C3897042	C3897042			
				C0751472		C0220693	C0220693			
				C1846647		C1527383	C1527383			
				C0751473		C1851967	C1851967			
				C0878544		C3150990	C3150990			
				C0751474		C0398648	C0398648			
				C0751475		C0520731	C0520731			
				C0751476		C2931019	C2931019			
				C0751477		C1864997	C1864997			
				C3714756		C1836182	C1836182			
				C0751478		C1851585	C1851585			
				C0751479		C3714942	C3714942			
				C2931213		C0086651	C0086651			
				C3714756		C0086652	C0086652			
				C0342288		C2931245	C2931245			
				C4014435		C3810359	C3810359			
				C2751492		C0857007	C0857007			
				C4229650		C1836460	C0392607			
				C4229651		C0392607	C1836460			
				C4310761		C0546476	C0546476			
				C4229652		C1855627	C1855627			
				C1838049		C1844862	C1844862			
				C4229653		C0343097	C0343097			
				C4505291		C2676465	C2676465			
				C1327919		C2751481	C2751481			
				C0032339		C1850049	C1850049			
				C1863634		C1852085	C1852085			
				C0393706		C4540299	C4540299			
				C0006142		C0271742	C0271742			
				C0025363		C1842062	C1842062			
				C0428908		C0267963	C0267963			
				C0270913		C2751324	C2751324			
				C0393695		C4085873	C4085873			
				C0027831		C3554575	C3554575			
				C1845102		C4014767	C4014767			
				C0268596		C1844830	C1844830			
				C3714756		C3808971	C3808971			
				C3489532		C3151617	C3151617			
				C1136249		C0220993	C0220993			
				C1832187		C3808667	C3808667			
				C0020542		C1858379	C1858379			
				C2750090		C1512709	C1512709			
				C4229649		C0266483	C0266483			
				C0424605		C0266432	C0266432			
				C3554663		C1519020	C1519020			
				C1568248		C0039101	C0039101			
				C1167664		C0029342	C0029342			
				C3554105		C0343047	C0343047			
				C0037889		C0027126	C0027126			
				C0221021		C0028064	C0028064			
				C4755276		C0005136	C0005136			
				C2936170		C0008533	C0008533			
				C0162635		C0206630	C0206630			
				C0265325		C0221163	C0221163			
				C0265581		C1855188	C1855188			
				C3714756		C1862858	C1862858			
				C0162557		C1136135	C1136135			
				C3151189		C1864902	C1864902			
				C0020635		C1838263	C1838263			
				C1832322		C2750068	C2750068			
				C1832322		C0265331	C0265331			
				C0949658		C0018790	C0018790			
				C0949658		C2675227	C2675227			
				C1167664		C3553409	C3553409			
				C0013421		C2678468	C2678468			
				C0016037		C0431943	C0431943			
				C0013221		C3714873	C3714873			
				C3550693		C0022906	C0022906			
				C0024138		C0018245	C0018245			
				C3807295		C0220726	C0220726			
				C0282527		C4721889	C4721889			
				C3860213		C1868616	C1868616			
				C4551720		C4554036	C4554036			
				C0024131		C3888401	C3888401			
				C0162666		C1848213	C1848213			
				C0001430		C3280729	C3280729			
				C0340803		C2745948	C2745948			
				C3280402		C2936826	C2936826			
				C4225228		C0018179	C0018179			
				C0393703		C4540086	C4540086			
				C0393702		C4225168	C4225168			
				C0002514		C2750472	C2750472			
				C0018784		C2936664	C2936664			
				C0009952		C2936665	C2936665			
				C2678503		C1854275	C1854275			
				C4310614		C2750414	C2750414			
				C4551683		C4551971	C4551971			
				C0796037		C2751067	C2751067			
				C0221260		C1847532	C1847532			
				C4013947		C1704436	C1704436			
				C0026706		C2931046	C2931046			
				C0039978		C4540358	C4540358			
				C4748081		C1864861	C1864861			
				C0024141		C2750413	C2750413			
				C0024141		C0268531	C0268531			
				C0152427		C3150731	C3150731			
				C1857423		C2749020	C2749020			
				C3810012		C0025221	C0025221			
				C4551568		C4015283	C4015283			
				C1264041		C3278384	C3278384			
				C1264040		C1720830	C1720830			
				C0004779		C1298681	C1298681			
				C0029294		C4692546	C4692546			
				C0265338		C0235229	C0235229			
				C0265301		C3810161	C3810161			
				C1832812		C3810160	C3810160			
				C0009451		C3280155	C3280155			
				C1390474		C0025990	C0025990			
				C3550921		C4049767	C4049767			
				C3714976		C3669121	C3669121			
				C0406612		C3810200	C3810200			
				C1264039		C0020492	C0020492			
				C0015544		C3501249	C3501249			
				C4551851		C1847835	C1847835			
				C3665473		C0018944	C0018944			
				C3715082		C0029396	C0029396			
				C0751778		C0206724	C0206724			
				C0751779		C0206723	C0206723			
				C0751776		C0432243	C0432243			
				C0751777		C0008297	C0008297			
				C1510455		C3280153	C3280153			
				C3151107		C4551510	C4551510			
				C0017205		C2713546	C2713546			
				C4014942		C2931228	C2931228			
				C0751780		C4225280	C4225280			
				C0008073		C1850040	C1850040			
				C0457133		C3281066	C3281066			
				C0035334		C3280309	C3280309			
				C3808983		C4540470	C4540470			
				C0220992		C0037763	C0037763			
				C3714756		C4509020	C4509020			
				C0751617		C1840646	C1840646			
				C0751781		C1859252	C1859252			
				C0836924		C4023689	C4023689			
				C0751782		C0700201	C0700201			
				C4016905		C2750440	C2750440			
				C3280146		C0018564	C0018564			
				C0376634		C1842939	C1842939			
				C4014803		C2931299	C2931299			
				C0025958		C0268609	C0268609			
				C4310674		C4025874	C4025874			
				C3554608		C0019348	C0019348			
				C1865872		C2676271	C2676271			
				C4551602		C0041227	C0041227			
				C0042790		C0085576	C0085576			
				C0494261		C0238033	C0238033			
				C0265338		C1858479	C1858479			
				C0039584		C2936860	C2936860			
				C0431401		C0266833	C0266833			
				C0014805		C4302263	C4302263			
				C0018798		C3554330	C3554330			
				C0014804		C4302669	C4302669			
				C0432230		C1865233	C1865233			
				C3554606		C1848794	C1848794			
				C0085413		C3151059	C3151059			
				C4021133		C2931213	C2931213			
				C0271623		C3150172	C3150172			
				C0085413		C0752143	C0752143			
				C1843355		C0752144	C0752144			
				C1865295		C1848578	C1848578			
				C4014534		C1846689	C1846689			
				C1302790		C1302995	C1302995			
				C0027854		C1855371	C1855371			
				C4225246		C1849334	C1849334			
				C1145670		C2675229	C2675229			
				C3495676		C3715165	C3715165			
				C0949658		C1704212	C1704212			
				C4011788		C0270820	C0270820			
				C0035334		C1456687	C1456687			
				C3711543		C0406810	C0406810			
				C4225427		C0270847	C0270847			
				C4317124		C3151434	C3151434			
				C3714756		C3550963	C3550963			
				C0085548		C1850674	C1850674			
				C0175704		C3151066	C3151066			
				C0002736		C0343495	C0343495			
				C0000772		C4479270	C4479270			
				C1802395		C3279974	C3279974			
				C2674723		C1853392	C1853392			
				C3808988		C0543478	C0543478			
				C2931038		C0410480	C0410480			
				C1851945		C0022387	C0022387			
				C0270210		C4225243	C4225243			
				C1319466		C1704315	C1704315			
				C1319466		C4225398	C4225398			
				C0348626		C0729264	C0729264			
				C1850625		C1275592	C1275592			
				C0398764		C3809872	C3809872			
				C3554656		C4225233	C4225233			
				C0035334		C4721429	C4721429			
				C4551950		C1838601	C1838601			
				C3551173		C2750459	C2750459			
				C0342749		C0022492	C0022492			
				C0020796		C0235044	C0235044			
				C0022333		C3549665	C3549665			
				C0008370		C3888208	C3888208			
				C1319466		C3887523	C3887523			
				C1833104		C0023521	C0023521			
				C0348626		C2673630	C2673630			
				C4310662		C0023462	C0023462			
				C0085652		C4693389	C4693389			
				C0494261		C1853959	C1853959			
				C1833030		C1145628	C1145628			
				C0393759		C3554055	C3554055			
				C3554209		C1836765	C1836765			
				C0265342		C4540497	C4540497			
				C1847640		C2673611	C2673611			
				C0751383		C0410539	C0410539			
				C3280734		C2673612	C2673612			
				C0796004		C2931599	C2931599			
				C1853162		C0023437	C0023437			
				C3280730		C1867904	C1867904			
				C0023465		C3279948	C3279948			
				C0015397		C0042842	C0042842			
				C0023467		C1832378	C1832378			
				C1292778		C1848599	C1848599			
				C1868672		C3887947	C3887947			
				C0152427		C3887948	C3887948			
				C3279904		C0393525	C0393525			
				C3495874		C0346167	C0346167			
				C3887964		C2713319	C2713319			
				C0152427		C0543533	C0543533			
				C4225188		C3887949	C3887949			
				C3809845		C0398738	C0398738			
				C1836824		C3553328	C3553328			
				C0743002		C0031069	C0031069			
				C3280943		C1834207	C1834207			
				C4552004		C0949541	C0949541			
				C0268130		C2931821	C2931821			
				C0543888		C1848651	C1848651			
				C1854678		C2931210	C2931210			
				C0152427		C4015119	C4015119			
				C4310626		C0393807	C0393807			
				C4310784		C4015349	C4015349			
				C3810394		C2931320	C2931320			
				C0011860		C2931208	C2931208			
				C1833561		C1859648	C1859648			
				C0917816		C0162533	C0162533			
				C4277533		C4015542	C4015542			
				C2673874		C0752260	C0752260			
				C0268338		C0752261	C0752261			
				C4014371		C0752262	C0752262			
				C3150215		C0752255	C0752255			
				C1834846		C0752256	C0752256			
				C0034091		C0752257	C0752257			
				C0020302		C0752258	C0752258			
				C0432227		C1863512	C1863512			
				C0085996		C4015610	C4015610			
				C0158683		C1859062	C1859062			
				C0017924		C4304540	C4304540			
				C0017925		C1096155	C1096155			
				C0158981		C0238801	C0238801			
				C0085997		C3887654	C3887654			
				C0268146		C1970879	C1970879			
				C0027889		C0043325	C0043325			
				C0424230		C3280042	C3280042			
				C4310768		C2750892	C2750892			
				C1856245		C1858085	C1858085			
				C0796012		C4310757	C4310757			
				C1275808		C4085238	C4085238			
				C0473219		C3809875	C3809875			
				C3280939		C3807521	C3807521			
				C0268344		C2673427	C2673427			
				C4310655		C3809650	C3809650			
				C0238357		C4748786	C4748786			
				C0162566		C0019572	C0019572			
				C3711374		C1706004	C1706004			
				C0010346		C0007130	C0007130			
				C2931006		C3810175	C3810175			
				C0023890		C3150927	C3150927			
				C0751056		C4275067	C4275067			
				C2751431		C2750442	C2750442			
				C0409974		C3805879	C3805879			
				C0035828		C4225297	C4225297			
				C0017919		C2931002	C2931002			
				C1836830		C0268747	C0268747			
				C3711374		C4225286	C4225286			
				C0035828		C3554399	C3554399			
				C0751651		C4225298	C4225298			
				C0342646		C2931001	C2931001			
				C3276161		C3279840	C3279840			
				C0917816		C4082952	C4082952			
				C1836010		C4303860	C4303860			
				C0013421		C0220756	C0220756			
				C4225343		C3280526	C3280526			
				C3714756		C4310708	C4310708			
				C0220662		C4015108	C4015108			
				C4225349		C4747991	C4747991			
				C0162531		C4310744	C4310744			
				C3809634		C4749942	C4749942			
				C0751651		C3150702	C3150702			
				C0025363		C3150701	C3150701			
				C3553660		C1837315	C1837315			
				C4225337		C0549159	C0549159			
				C0013264		C0751449	C0751449			
				C0271623		C0751448	C0751448			
				C0473586		C0040761	C0040761			
				C0035828		C0362030	C0362030			
				C0024796		C1864721	C1864721			
				C0025363		C1864720	C1864720			
				C0015923		C1569637	C1569637			
				C0369183		C1859721	C1859721			
				C3463824		C0206733	C0206733			
				C2931104		C1857855	C1857855			
				C0020796		C1839565	C1839565			
				C1829703		C0730379	C0730379			
				C4082305		C1837342	C1837342			
				C0008925		C1839264	C1839264			
				C4551990		C4749581	C4749581			
				C1850000		C4693941	C4693941			
				C1866129		C1837371	C1837371			
				C0029434		C1862511	C1862511			
				C0752125		C1857395	C1857395			
				C0268525		C1836603	C1836603			
				C0349639		C1839454	C1839454			
				C2720289		C0021139	C0021139			
				C1865361		C1836439	C1836439			
				C4228778		C1839413	C1839413			
				C0342573		C4706677	C4706677			
				C0037221		C3151460	C3151460			
				C0025303		C0021124	C0021124			
				C0037286		C1857451	C1857451			
				C1837549		C0272167	C0272167			
				C0022972		C1563697	C1563697			
				C0751651		C1563696	C1563696			
				C4225176		C0271934	C0271934			
				C0752124		C0271933	C0271933			
				C0752123		C2750729	C2750729			
				C0427480		C2750805	C2750805			
				C0752122		C0016722	C0016722			
				C0010495		C1848745	C1848745			
				C0752121		C4540520	C4540520			
				C0752120		C4310624	C4310624			
				C4274118		C0013404	C0013404			
				C0270724		C1863340	C1863340			
				C3151139		C3539506	C3539506			
				C1840528		C3554046	C3554046			
				C1857586		C1866040	C1866040			
				C0431380		C0022716	C0022716			
				C0035828		C0751761	C0751761			
				C4540474		C2749936	C2749936			
				C0004782		C0010823	C0010823			
				C3714756		C0015702	C0015702			
				C0752048		C4225184	C4225184			
				C0403548		C1857344	C1857344			
				C1856128		C4283859	C4283859			
				C3151113		C0037928	C0037928			
				C2931498		C1832529	C1832529			
				C2931501		C1305968	C1305968			
				C0020796		C1832600	C1832600			
				C3203102		C1832585	C1832585			
				C0796208		C2749477	C2749477			
				C1800706		C0878683	C0878683			
				C1861451		C0339541	C0339541			
				C4316810		C1838023	C1838023			
				C0342800		C1833661	C1833661			
				C0162809		C1864694	C1864694			
				C0029294		C1853509	C1853509			
				C0085584		C1853508	C1853508			
				C3714756		C1834671	C1834671			
				C3711374		C2751292	C2751292			
				C0796279		C1867013	C1867013			
				C4225241		C4551485	C4551485			
				C1837552		C4748872	C4748872			
				C0036161		C1834690	C1834690			
				C0026998		C1864112	C1864112			
				C1863688		C0878500	C0878500			
				C0025958		C3809701	C3809701			
				C0342783		C0003810	C0003810			
				C1842704		C4014833	C4014833			
				C1839163		C2675112	C2675112			
				C1399226		C1864730	C1864730			
				C0162635		C3150819	C3150819			
				C4539968		C0206634	C0206634			
				C0334041		C0022354	C0022354			
				C1333990		C1833477	C1833477			
				C1333991		C0585216	C0585216			
				C3495552		C3553788	C3553788			
				C3151752		C1838657	C1838657			
				C4722330		C0265269	C0265269			
				C0018798		C1864690	C1864690			
				C4722330		C0263429	C0263429			
				C1849096		C0263428	C1864689			
				C0398762		C1864689	C0263428			
				C1866029		C3494426	C3494426			
				C0021603		C0013362	C0013362			
				C0003886		C3494423	C3494423			
				C0026985		C3494422	C3494422			
				C0398746		C3494425	C3494425			
				C0025363		C1832662	C1832662			
				C0025363		C3494424	C3494424			
				C2751831		C0014527	C0014527			
				C4317124		C0027962	C0027962			
				C1280798		C2985524	C2985524			
				C0030044		C0917990	C0917990			
				C2673257		C3489572	C3489572			
				C0035334		C3489571	C3489571			
				C0752100		C3151482	C3151482			
				C0752101		C2239351	C2239351			
				C3809686		C2936781	C2936781			
				C4082305		C3150755	C3150755			
				C0007194		C4310738	C4310738			
				C1853118		C0020676	C0020676			
				C0752104		C4225305	C4225305			
				C0752105		C1563716	C1563716			
				C0233769		C0270736	C0270736			
				C2931498		C0016412	C0016412			
				C3714756		C0265962	C0265962			
				C3860213		C1852021	C1852021			
				C1851413		C1852020	C1852020			
				C1850635		C4540014	C4540014			
				C0025363		C2678045	C2678045			
				C0265961		C1868118	C1868118			
				C3489732		C1851841	C1851841			
				C3550973		C3150757	C3150757			
				C1866294		C1834870	C1834870			
				C4310473		C3888212	C3888212			
				C0035334		C3280703	C3280703			
				C1843139		C1838230	C1838230			
				C0431380		C3150703	C3150703			
				C3151466		C4225394	C4225394			
				C4303789		C3494934	C3494934			
				C4511138		C3160738	C3160738			
				C0403553		C3160739	C3160739			
				C3714756		C4304725	C4304725			
				C1863307		C3266731	C3266731			
				C1275278		C3553719	C3553719			
				C1855861		C0751554	C0751554			
				C3553793		C0751553	C0751553			
				C0085786		C4748940	C4748940			
				C4225427		C0796179	C0796179			
				C1858562		C4225382	C4225382			
				C1857750		C4547080	C4547080			
				C0265219		C2930924	C2930924			
				C0917816		C1836255	C1836255			
				C0268134		C1848862	C1848862			
				C0024121		C2699746	C2699746			
				C0431391		C0008350	C0008350			
				C0342637		C4049004	C4049004			
				C1845055		C4049005	C4049005			
				C0848676		C1864567	C1864567			
				C1835888		C3279791	C3279791			
				C0476089		C3279790	C3279790			
				C0428791		C4551631	C4551631			
				C2677099		C0027830	C0027830			
				C0557874		C1969060	C1969060			
				C3810354		C0432122	C0432122			
				C0086543		C0394007	C0394007			
				C0042656		C0394003	C0394003			
				C0014084		C4693905	C4693905			
				C0013336		C0456889	C0456889			
				C1527231		C2673946	C2673946			
				C0917816		C4014656	C4014656			
				C2931383		C0022360	C0022360			
				C3494976		C1851878	C1851878			
				C0009714		C1853100	C1853100			
				C1836373		C1853102	C1853102			
				C0796137		C0007001	C0007001			
				C1864100		C4551976	C4551976			
				C0268407		C3888081	C3888081			
				C0086743		C2675071	C2675071			
				C1458155		C1867564	C1867564			
				C0020305		C0013481	C0013481			
				C0023264		C3150730	C3150730			
				C0268389		C1843244	C1843244			
				C2748568		C4230920	C4230920			
				C3150924		C0265283	C0265283			
				C3809039		C3888385	C3888385			
				C1837028		C0265293	C0265293			
				C0795887		C3553887	C3553887			
				C0265965		C0393851	C0393851			
				C2750061		C2931753	C2931753			
				C4310742		C1852093	C1852093			
				C2931501		C0345407	C0345407			
				C0026010		C3150974	C3150974			
				C1850599		C1845095	C1845095			
				C0205710		C1321907	C1321907			
				C0030246		C2936332	C2936332			
				C1865871		C2936331	C2936331			
				C0431380		C4539851	C4539851			
				C0557874		C4750999	C4750999			
				C0242225		C4274085	C4274085			
				C3151468		C4072872	C4072872			
				C1864723		C1858725	C1858725			
				C4082305		C4707092	C4707092			
				C0796059		C4310637	C4310637			
				C1850597		C4015129	C4015129			
				C0015393		C1858804	C1858804			
				C1850598		C1853743	C1853743			
				C0152200		C3553512	C3553512			
				C4310622		C4015261	C4015261			
				C0393588		C4479603	C4479603			
				C0009081		C1856719	C1856719			
				C4225362		C1834304	C1834304			
				C4479640		C1859566	C1859566			
				C0037889		C4022537	C4022537			
				C1306229		C1839071	C1839071			
				C1868599		C2677770	C2677770			
				C0024433		C0001193	C0001193			
				C0494261		C1853278	C1853278			
				C1848410		C1837974	C1837974			
				C1291373		C4747621	C4747621			
				C3538946		C0154748	C0154748			
				C4048195		C0339985	C0339985			
				C0004138		C1384514	C1384514			
				C1510586		C1837461	C1837461			
				C1868597		C1862932	C1862932			
				C1838779		C1850343	C1850343			
				C2750450		C0748397	C0748397			
				C0342384		C2673266	C2673266			
				C3808991		C3888198	C3888198			
				C0265275		C4310665	C4310665			
				C2608087		C0917813	C0917813			
				C1862839		C0022595	C0022595			
				C1449563		C0019326	C0019326			
				C4012410		C1853925	C1853925			
				C1854594		C0271683	C0271683			
				C0036489		C2748572	C2748572			
				C4551693		C2675496	C2675496			
				C1848519		C0015708	C0015708			
				C3714756		C4748863	C4748863			
				C4310706		C1854107	C1854107			
				C1837245		C1853892	C1853892			
				C0751422		C4693325	C4693325			
				C0029434		C1955934	C1955934			
				C0796275		C0266484	C0266484			
				C1833118		C3150754	C3150754			
				C0013421		C1847024	C1847024			
				C0268135		C0027859	C0027859			
				C0854723		C0796202	C0796202			
				C4316903		C4273897	C4273897			
				C0917816		C0431414	C0431414			
				C1384666		C0271972	C0271972			
				C1861536		C0027832	C0027832			
				C0015230		C3553250	C3553250			
				C3541456		C3151355	C3151355			
				C1956147		C0027721	C0027721			
				C4552072		C3151356	C3151356			
				C0268263		C0085090	C0085090			
				C0796089		C4225385	C4225385			
				C4317124		C2748552	C2748552			
				C3711374		C4693472	C4693472			
				C0268255		C3159322	C3159322			
				C0011351		C4749273	C4749273			
				C1561643		C2749659	C2749659			
				C0522224		C4540004	C4540004			
				C0233771		C3888007	C3888007			
				C0391826		C4310711	C4310711			
				C0376634		C3553404	C3553404			
				C0033788		C0265345	C0265345			
				C0205734		C3150973	C3150973			
				C3665473		C0000737	C0000737			
				C0024623		C4551955	C4551955			
				C0035334		C4310726	C4310726			
				C3151184		C0016995	C0016995			
				C0085637		C4478383	C4478383			
				C3542021		C4275060	C4275060			
				C0175754		C0041582	C0041582			
				C0018824		C4015555	C4015555			
				C4225348		C2826025	C2826025			
				C1849157		C4225281	C4225281			
				C0018273		C1857574	C1857574			
				C0023944		C2931121	C2931121			
				C4748435		C0268410	C0268410			
				C3661489		C2677774	C2677774			
				C0022658		C1704375	C1704375			
				C0265293		C1847849	C1847849			
				C1449843		C4021821	C4021821			
				C0162309		C0349788	C0349788			
				C1449842		C1856408	C1856408			
				C0265552		C1854158	C1854158			
				C4310647		C0270970	C0270970			
				C1855052		C3502105	C3502105			
				C0162809		C3807541	C3807541			
				C1835672		C3888099	C3888099			
				C0376634		C4707829	C4707829			
				C0008925		C1833296	C1833296			
				C0040427		C3888123	C3888123			
				C0376634		C0206160	C0206160			
				C1833213		C0268247	C0268247			
				C2675730		C0039743	C0039743			
				C0024115		C0340548	C0340548			
				C0699739		C3541517	C3541517			
				C0024115		C1858424	C1858424			
				C2931658		C1853120	C1853120			
				C0086438		C3809414	C3809414			
				C0018566		C4013950	C4013950			
				C2750467		C3279662	C3279662			
				C1449844		C0406740	C0406740			
				C2931482		C0265241	C0265241			
				C2750466		C0342895	C0342895			
				C0002170		C4014918	C4014918			
				C3542499		C4280711	C4280711			
				C4014939		C3275447	C3275447			
				C3809592		C0007177	C0007177			
				C4016913		C0541957	C0541957			
				C4025886		C0206044	C0206044			
				C3149462		C0242426	C0242426			
				C4310739		C4225183	C4225183			
				C0024623		C0221290	C0221290			
				C1449842		C3151405	C3151405			
				C4014958		C3280586	C3280586			
				C3151476		C4083008	C4083008			
				C1855119		C3150941	C3150941			
				C0025363		C0085261	C0085261			
				C4310758		C0002018	C0002018			
				C0581883		C4310660	C4310660			
				C2752042		C1854311	C1854311			
				C0796250		C1848586	C1848586			
				C2930997		C2609268	C2609268			
				C4225223		C3151205	C3151205			
				C0369183		C1858154	C1858154			
				C0699739		C3554607	C3554607			
				C0369183		C4551958	C4551958			
				C4551992		C2677879	C2677879			
				C1846171		C1857389	C1857389			
				C3714756		C3150773	C3150773			
				C0020796		C4521680	C4521680			
				C1846172		C0265581	C0265581			
				C0035334		C1847711	C1847711			
				C0220633		C0398621	C0398621			
				C0003873		C0398689	C0398689			
				C0003886		C3150705	C3150705			
				C1842534		C2675508	C2675508			
				C3658290		C4275075	C4275075			
				C1136249		C0265559	C0265559			
				C4693376		C4310722	C4310722			
				C4707243		C1853214	C1853214			
				C3280100		C1970161	C1970161			
				C1855681		C2752073	C2752073			
				C3489724		C4305140	C4305140			
				C4479548		C3278211	C3278211			
				C1843504		C4518087	C4518087			
				C0342276		C1834674	C1834674			
				C3279964		C3554691	C3554691			
				C1540912		C4518336	C4518336			
				C4225333		C0349653	C0349653			
				C0369183		C3281125	C3281125			
				C4225391		C1970180	C1970180			
				C4748152		C1857728	C1857728			
				C0001815		C0809936	C0809936			
				C0796070		C0751753	C0751753			
				C0035828		C1956260	C1956260			
				C0751336		C0039373	C0039373			
				C2677328		C1833693	C1833693			
				C0028326		C1868679	C1868679			
				C0025363		C0276357	C0276357			
				C0266487		C4749003	C4749003			
				C0338451		C0017097	C0017097			
				C0233726		C1849453	C1849453			
				C0152237		C1970207	C1970207			
				C1527404		C0002453	C0002453			
				C1384666		C1857810	C1857810			
				C0457133		C4755252	C4755252			
				C0037773		C1855607	C1855607			
				C2751092		C0242666	C0242666			
				C3554462		C1866293	C1866293			
				C0027092		C0878684	C0878684			
				C0743332		C4551502	C4551502			
				C3151190		C1860229	C1860229			
				C0008925		C3151228	C3151228			
				C1835895		C0268575	C0268575			
				C3266102		C0266313	C0266313			
				C0268623		C3553959	C3553959			
				C3276096		C0751713	C0751713			
				C2750747		C3553960	C3553960			
				C0029422		C4225329	C4225329			
				C0266539		C4551552	C4551552			
				C1835039		C4551974	C4551974			
				C0015306		C0032708	C0032708			
				C2750791		C4013360	C4013360			
				C3553607		C4225267	C4225267			
				C1848639		C4551500	C4551500			
				C1848638		C1266127	C1266127			
				C3714756		C1847973	C1847973			
				C0369183		C3151237	C3151237			
				C3541518		C4551504	C4551504			
				C1838570		C4225356	C4225356			
				C0751651		C4225270	C4225270			
				C0574084		C0751605	C0751605			
				C1863198		C0751604	C0751604			
				C1832976		C0751603	C0751603			
				C0348626		C2717836	C2717836			
				C0271287		C2673536	C2673536			
				C2931501		C4225347	C4225347			
				C1848640		C1842577	C1842577			
				C2677491		C0431718	C0431718			
				C0236642		C4014261	C4014261			
				C3711374		C4049006	C4049006			
				C2608045		C0398625	C0398625			
				C0236018		C3281192	C3281192			
				C0155299		C3203738	C3203738			
				C0238198		C0454597	C0454597			
				C0349788		C0454596	C0454596			
				C3714756		C0454598	C0454598			
				C2677586		C4551496	C4551496			
				C0751651		C1969086	C1969086			
				C4310797		C1970270	C1970270			
				C0751651		C1970269	C1970269			
				C0338462		C0268603	C0268603			
				C0751651		C1562061	C1562061			
				C0002768		C3809523	C3809523			
				C0030044		C0750932	C0750932			
				C3280527		C0750931	C0750931			
				C2931280		C0751865	C0751865			
				C0917800		C1861736	C1861736			
				C0010278		C3809004	C3809004			
				C1720189		C0549253	C0549253			
				C1527404		C2752038	C2752038			
				C1846632		C3150715	C3150715			
				C0334588		C0020555	C0020555			
				C0238288		C3489630	C3489630			
				C1861451		C0342793	C0342793			
				C0751718		C0751602	C0751602			
				C1861848		C3267076	C3267076			
				C0751716		C0270726	C0270726			
				C0751717		C0023817	C0023817			
				C3714756		C0406557	C0406557			
				C0018203		C3151085	C3151085			
				C1861355		C1862382	C1862382			
				C1956147		C0521662	C0521662			
				C1835905		C4479387	C4479387			
				C3151446		C3151000	C3151000			
				C0751651		C1842342	C1842342			
				C0007965		C0878675	C0878675			
				C4517377		C2673635	C2673635			
				C0751651		C1336839	C1336839			
				C0025363		C3150808	C3150808			
				C0751651		C4509918	C4509918			
				C0751651		C4693974	C4693974			
				C0017601		C3809651	C3809651			
				C0023467		C0270765	C0270765			
				C0086543		C2677877	C2677877			
				C0023467		C3892039	C3892039			
				C4013948		C3281235	C3281235			
